NAME,GEO_ID,Households 2015,Annual Median Household Income 2015,Monthly Median Household Income 2015,Annual Transportation Cost 2015,Monthly Transportation Cost 2015,Annual Housing Cost 2015,Monthly Housing Cost 2015,Annual Housing and Transportation Cost 2015,Monthly Housing and Transportation Cost 2015,Transportation Cost as Percent of Monthly Median Household Income 2015,Transportation Cost as Percent of Annual Median Household Income 2015,Housing Cost as Percent of Monthly Median Household Income 2015,Housing Cost as Percent of Annual Median Household Income 2015,Housing and Transportation Cost as Percent of Monthly Median Household Income 2015,Housing and Transportation Cost as Percent of Annual Median Household Income 2015,Difference Annual Median Household Income and Total Annual Costs 2015,Households 2019,Annual Median Household Income 2019,Monthly Median Household Income 2019,Annual Transportation Cost 2019,Monthly Transportation Cost 2019,Annual Housing Cost 2019,Monthly Housing Cost 2019,Annual Housing and Transportation Cost 2019,Monthly Housing and Transportation Cost 2019,Transportation Cost as Percent of Monthly Median Household Income 2019,Transportation Cost as Percent of Annual Median Household Income 2019,Housing Cost as Percent of Monthly Median Household Income 2019,Housing Cost as Percent of Annual Median Household Income 2019,Housing and Transportation Cost as Percent of Monthly Median Household Income 2019,Housing and Transportation Cost as Percent of Annual Median Household Income 2019,Difference Annual Median Household Income and Total Annual Costs 2019,Change in Annual MHI,Percent Change in Annual MHI,Change in Monthly MHI,Percent Change in Monthly MHI,Change in Annual Transportation Cost,Percent Change in Annual Transportation Cost,Change in Monthly Transportation Cost,Percent Change in Monthly Transportation Cost,Change in Annual Housing and Transportation Cost,Percent Change in Annual Housing and Transportation Cost,Change in Monthly Housing and Transportation Cost,Percent Change in Monthly Housing and Transportation Cost,Change in Difference Annual Median Household Income and Total Annual Costs,Percent Change in Difference Annual Median Household Income and Total Annual Costs
"Block Group 2, Census Tract 189.01, Davidson County, Tennessee",470370189012,607.0,32788.0,2732.3333333333335,11725.0,977.0833333333334,12996.0,1083.0,24721.0,2060.0833333333335,35.7600341588386,35.7600341588386,39.63645236061974,39.63645236061974,75.39648651945834,75.39648651945834,8067.0,631.0,60398.0,5033.166666666667,13380.0,1115.0,15000.0,1250.0,28380.0,2365.0,22.15305142554389,22.153051425543893,24.835259445677007,24.83525944567701,46.9883108712209,46.9883108712209,32018.0,27610.0,84.20763694034403,2300.8333333333335,84.20763694034403,1655.0,14.115138592750535,137.91666666666663,14.115138592750528,3659.0,14.80118118199102,304.9166666666665,14.80118118199101,23951.0,296.9009545060121
"Block Group 1, Census Tract 9701, Macon County, Tennessee",471119701001,736.0,30909.0,2575.75,15115.0,1259.5833333333333,11112.0,926.0,26227.0,2185.5833333333335,48.90161441651299,48.90161441651299,35.95069397262933,35.95069397262933,84.85230838914232,84.85230838914232,4682.0,771.0,40880.0,3406.6666666666665,17845.0,1487.0833333333333,10464.0,872.0,28309.0,2359.083333333333,43.652152641878665,43.652152641878665,25.59686888454012,25.59686888454012,69.2490215264188,69.24902152641879,12571.0,9971.0,32.25921252709566,830.9166666666665,32.25921252709566,2730.0,18.06152828316242,227.5,18.061528283162424,2082.0,7.938384107980326,173.49999999999955,7.938384107980304,7889.0,168.4963690730457
"Block Group 3, Census Tract 179.02, Davidson County, Tennessee",470370179023,901.0,70995.0,5916.25,11818.0,984.8333333333334,22668.0,1889.0,34486.0,2873.8333333333335,16.646242693147407,16.646242693147407,31.92900908514684,31.92900908514684,48.575251778294245,48.575251778294245,36509.0,1145.0,109979.0,9164.916666666666,12014.0,1001.1666666666666,24492.0,2041.0,36506.0,3042.1666666666665,10.923903654334008,10.923903654334008,22.269706034788463,22.26970603478846,33.193609689122475,33.19360968912247,73473.0,38984.0,54.910909218959084,3248.666666666666,54.91090921895907,196.0,1.6584870536469791,16.333333333333258,1.6584870536469714,2020.0,5.857449399756423,168.33333333333303,5.857449399756412,36964.0,101.24626804349613
"Block Group 3, Census Tract 171, Davidson County, Tennessee",470370171003,361.0,57153.0,4762.75,11712.0,976.0,19944.0,1662.0,31656.0,2638.0,20.4923626056375,20.4923626056375,34.89580599443599,34.89580599443599,55.388168600073485,55.388168600073485,25497.0,432.0,117672.0,9806.0,12562.0,1046.8333333333333,25824.0,2152.0,38386.0,3198.833333333333,10.67543680739683,10.675436807396832,21.945747501529677,21.945747501529677,32.62118430892651,32.62118430892651,79286.0,60519.0,105.88945462180463,5043.25,105.88945462180463,850.0,7.257513661202186,70.83333333333326,7.257513661202178,6730.0,21.259792772302248,560.833333333333,21.259792772302237,53789.0,210.9620739694866
"Block Group 1, Census Tract 191.08, Davidson County, Tennessee",470370191081,472.0,31250.0,2604.1666666666665,11729.0,977.4166666666666,8724.0,727.0,20453.0,1704.4166666666667,37.5328,37.5328,27.916800000000002,27.916800000000002,65.4496,65.4496,10797.0,491.0,39813.0,3317.75,14136.0,1178.0,12420.0,1035.0,26556.0,2213.0,35.505990505613745,35.505990505613745,31.19584055459272,31.19584055459272,66.70183106020646,66.70183106020646,13257.0,8563.0,27.4016,713.5833333333335,27.40160000000001,2407.0,20.521783613266262,200.58333333333337,20.52178361326627,6103.0,29.839143401945922,508.58333333333326,29.83914340194592,2460.0,22.78410669630453
"Block Group 1, Census Tract 183.01, Davidson County, Tennessee",470370183011,721.0,91313.0,7609.416666666667,15091.0,1257.5833333333333,20964.0,1747.0,36055.0,3004.5833333333335,16.526671996320346,16.52667199632035,22.958395847250664,22.958395847250664,39.48506784357102,39.48506784357102,55258.0,782.0,114559.0,9546.583333333334,17126.0,1427.1666666666667,18780.0,1565.0,35906.0,2992.1666666666665,14.949502003334525,14.949502003334525,16.39329952251678,16.393299522516784,31.342801525851304,31.34280152585131,78653.0,23246.0,25.457492361438128,1937.166666666667,25.457492361438135,2035.0,13.484858524948645,169.58333333333348,13.48485852494866,-149.0,-0.4132575232284011,-12.41666666666697,-0.41325752322841114,23395.0,42.33776104817402
"Block Group 3, Census Tract 134, Davidson County, Tennessee",470370134003,726.0,100677.0,8389.75,11714.0,976.1666666666666,18084.0,1507.0,29798.0,2483.1666666666665,11.63522949630998,11.635229496309982,17.962394588634943,17.962394588634943,29.597624084944922,29.597624084944922,70879.0,1026.0,77652.0,6471.0,12161.0,1013.4166666666666,22884.0,1907.0,35045.0,2920.4166666666665,15.66089733683614,15.66089733683614,29.46994282182043,29.46994282182043,45.13084015865657,45.13084015865657,42607.0,-23025.0,-22.87016895616675,-1918.75,-22.87016895616675,447.0,3.8159467304080588,37.25,3.8159467304080588,5247.0,17.608564333176723,437.25,17.608564333176723,-28272.0,-39.88769593250469
"Block Group 1, Census Tract 172, Davidson County, Tennessee",470370172001,317.0,44432.0,3702.6666666666665,11729.0,977.4166666666666,11304.0,942.0,23033.0,1919.4166666666667,26.397641339575078,26.397641339575078,25.441123514584085,25.441123514584085,51.838764854159166,51.838764854159166,21399.0,274.0,57000.0,4750.0,12688.0,1057.3333333333333,14208.0,1184.0,26896.0,2241.333333333333,22.259649122807016,22.25964912280702,24.926315789473684,24.926315789473684,47.1859649122807,47.1859649122807,30104.0,12568.0,28.28592005761613,1047.3333333333335,28.28592005761614,959.0,8.176315116378207,79.91666666666663,8.176315116378206,3863.0,16.771588590283507,321.9166666666663,16.771588590283486,8705.0,40.679471003317914
"Block Group 2, Census Tract 117, Davidson County, Tennessee",470370117002,518.0,53750.0,4479.166666666667,11712.0,976.0,15804.0,1317.0,27516.0,2293.0,21.789767441860462,21.789767441860466,29.40279069767442,29.40279069767442,51.19255813953488,51.19255813953488,26234.0,607.0,92697.0,7724.75,12064.0,1005.3333333333334,16044.0,1337.0,28108.0,2342.333333333333,13.014444911917325,13.014444911917325,17.30800349525875,17.30800349525875,30.322448407176072,30.32244840717607,64589.0,38947.0,72.45953488372093,3245.583333333333,72.45953488372092,352.0,3.0054644808743167,29.33333333333337,3.005464480874321,592.0,2.151475505160634,49.33333333333303,2.1514755051606205,38355.0,146.2034001677213
"Block Group 5, Census Tract 112, Davidson County, Tennessee",470370112005,282.0,34063.0,2838.5833333333335,11746.0,978.8333333333334,10728.0,894.0,22474.0,1872.8333333333333,34.48316354989284,34.48316354989285,31.49458356574582,31.494583565745828,65.97774711563866,65.97774711563868,11589.0,189.0,62841.0,5236.75,12697.0,1058.0833333333333,16236.0,1353.0,28933.0,2411.083333333333,20.204961728807625,20.204961728807625,25.83663531770659,25.83663531770659,46.04159704651422,46.04159704651422,33908.0,28778.0,84.48463141825441,2398.1666666666665,84.4846314182544,951.0,8.096373233441172,79.24999999999989,8.09637323344116,6459.0,28.739877191421197,538.2499999999998,28.739877191421186,22319.0,192.58779877470013
"Block Group 3, Census Tract 133, Davidson County, Tennessee",470370133003,379.0,45673.0,3806.0833333333335,11739.0,978.25,14964.0,1247.0,26703.0,2225.25,25.70227486698925,25.70227486698925,32.76333939088739,32.763339390887396,58.46561425787664,58.46561425787664,18970.0,563.0,102083.0,8506.916666666666,13092.0,1091.0,22800.0,1900.0,35892.0,2991.0,12.824858203618623,12.824858203618623,22.33476680740182,22.33476680740182,35.159625011020445,35.159625011020445,66191.0,56410.0,123.50841854049439,4700.833333333332,123.50841854049435,1353.0,11.525683618706875,112.75,11.525683618706875,9189.0,34.411863835524095,765.75,34.411863835524095,47221.0,248.92461781760673
"Block Group 1, Census Tract 190.06, Davidson County, Tennessee",470370190061,891.0,37939.0,3161.5833333333335,11741.0,978.4166666666666,10164.0,847.0,21905.0,1825.4166666666667,30.94704657476475,30.94704657476475,26.79037402145549,26.79037402145549,57.73742059622025,57.73742059622025,16034.0,819.0,52328.0,4360.666666666667,13924.0,1160.3333333333333,12288.0,1024.0,26212.0,2184.333333333333,26.609081180247664,26.609081180247667,23.482647913163124,23.482647913163124,50.0917290934108,50.0917290934108,26116.0,14389.0,37.92667176256622,1199.0833333333335,37.92667176256623,2183.0,18.592964824120603,181.91666666666663,18.5929648241206,4307.0,19.66217758502625,358.9166666666663,19.662177585026228,10082.0,62.87888237495323
"Block Group 2, Census Tract 208, Sumner County, Tennessee",471650208002,425.0,,,11818.0,984.8333333333334,8580.0,715.0,20398.0,1699.8333333333333,,,,,,,,662.0,35792.0,2982.6666666666665,13162.0,1096.8333333333333,10416.0,868.0,23578.0,1964.8333333333333,36.773580688422,36.773580688422,29.10147518998659,29.101475189986587,65.87505587840859,65.87505587840859,12214.0,,,,,1344.0,11.372482653579286,111.99999999999989,11.372482653579274,3180.0,15.589763702323758,265.0,15.589763702323758,,
"Block Group 3, Census Tract 122, Davidson County, Tennessee",470370122003,207.0,43625.0,3635.4166666666665,11788.0,982.3333333333334,14820.0,1235.0,26608.0,2217.3333333333335,27.021203438395418,27.021203438395414,33.97134670487107,33.97134670487106,60.99255014326648,60.99255014326648,17017.0,289.0,73990.0,6165.833333333333,12042.0,1003.5,15696.0,1308.0,27738.0,2311.5,16.275172320583863,16.275172320583863,21.21367752398973,21.21367752398973,37.48884984457359,37.48884984457359,46252.0,30365.0,69.60458452722062,2530.4166666666665,69.60458452722062,254.0,2.154733627417713,21.16666666666663,2.154733627417709,1130.0,4.246843054720385,94.16666666666652,4.246843054720378,29235.0,171.79878944584829
"Block Group 3, Census Tract 305, Wilson County, Tennessee",471890305003,644.0,31029.0,2585.75,11824.0,985.3333333333334,10500.0,875.0,22324.0,1860.3333333333333,38.106287666376616,38.106287666376616,33.839311611718074,33.839311611718074,71.94559927809469,71.94559927809469,8705.0,424.0,29861.0,2488.4166666666665,10890.0,907.5,8412.0,701.0,19302.0,1608.5,36.46897290780617,36.46897290780617,28.17052342520344,28.17052342520344,64.63949633300962,64.63949633300962,10559.0,-1168.0,-3.764220567855877,-97.33333333333348,-3.7642205678558827,-934.0,-7.899188092016238,-77.83333333333337,-7.899188092016242,-3022.0,-13.537000537538077,-251.83333333333326,-13.537000537538072,1854.0,21.298104537622056
"Block Group 2, Census Tract 405.02, Rutherford County, Tennessee",471490405022,687.0,76771.0,6397.583333333333,15803.0,1316.9166666666667,20268.0,1689.0,36071.0,3005.9166666666665,20.58459574578943,20.584595745789425,26.40059397428717,26.40059397428717,46.98518972007659,46.98518972007659,40700.0,896.0,80139.0,6678.25,17835.0,1486.25,18120.0,1510.0,35955.0,2996.25,22.255081795380526,22.255081795380526,22.610713884625465,22.610713884625465,44.86579568000599,44.86579568000599,44184.0,3368.0,4.387073243802998,280.66666666666697,4.387073243803004,2032.0,12.858318040878313,169.33333333333326,12.858318040878308,-116.0,-0.32158797926311994,-9.666666666666515,-0.3215879792631149,3484.0,8.56019656019656
"Block Group 2, Census Tract 178, Davidson County, Tennessee",470370178002,580.0,81250.0,6770.833333333333,11774.0,981.1666666666666,20172.0,1681.0,31946.0,2662.1666666666665,14.491076923076923,14.491076923076923,24.827076923076923,24.827076923076923,39.31815384615385,39.31815384615385,49304.0,640.0,93220.0,7768.333333333333,12435.0,1036.25,23916.0,1993.0,36351.0,3029.25,13.339412143316888,13.339412143316885,25.655438747049992,25.655438747049992,38.99485089036688,38.99485089036687,56869.0,11970.0,14.732307692307693,997.5,14.732307692307693,661.0,5.614064888737897,55.08333333333337,5.614064888737901,4405.0,13.788893758216991,367.0833333333335,13.788893758216997,7565.0,15.34358267077722
"Block Group 2, Census Tract 172, Davidson County, Tennessee",470370172002,285.0,30724.0,2560.3333333333335,11818.0,984.8333333333334,10920.0,910.0,22738.0,1894.8333333333333,38.465043614112744,38.46504361411275,35.54224710324176,35.54224710324176,74.00729071735451,74.00729071735451,7986.0,372.0,52600.0,4383.333333333333,12338.0,1028.1666666666667,14040.0,1170.0,26378.0,2198.1666666666665,23.45627376425856,23.456273764258555,26.69201520912548,26.69201520912548,50.14828897338403,50.14828897338403,26222.0,21876.0,71.20166644968103,1822.9999999999995,71.20166644968101,520.0,4.400067693349128,43.33333333333337,4.400067693349132,3640.0,16.00844401442519,303.33333333333326,16.008444014425187,18236.0,228.3496118206862
"Block Group 2, Census Tract 103.02, Davidson County, Tennessee",470370103022,271.0,45388.0,3782.3333333333335,11788.0,982.3333333333334,10668.0,889.0,22456.0,1871.3333333333333,25.971622455274524,25.971622455274524,23.50400987045034,23.50400987045034,49.47563232572485,49.47563232572486,22932.0,457.0,49250.0,4104.166666666667,12696.0,1058.0,13332.0,1111.0,26028.0,2169.0,25.778680203045685,25.778680203045685,27.07005076142132,27.07005076142132,52.84873096446701,52.84873096446701,23222.0,3862.0,8.508856966599101,321.8333333333335,8.508856966599105,908.0,7.702748557855446,75.66666666666663,7.7027485578554415,3572.0,15.90666191663698,297.66666666666674,15.906661916636983,290.0,1.2646084074655501
"Block Group 1, Census Tract 114, Davidson County, Tennessee",470370114001,692.0,29271.0,2439.25,11789.0,982.4166666666666,10704.0,892.0,22493.0,1874.4166666666667,40.275357862731035,40.275357862731035,36.56861740289023,36.56861740289023,76.84397526562127,76.84397526562127,6778.0,641.0,46141.0,3845.0833333333335,13111.0,1092.5833333333333,13332.0,1111.0,26443.0,2203.583333333333,28.415075529355665,28.415075529355672,28.89404217507206,28.89404217507206,57.30911770442773,57.30911770442773,19698.0,16870.0,57.63383553687951,1405.8333333333335,57.63383553687951,1322.0,11.213843413351428,110.16666666666663,11.213843413351427,3950.0,17.561018983683812,329.1666666666663,17.56101898368379,12920.0,190.61670109176748
"Block Group 2, Census Tract 1005, Montgomery County, Tennessee",471251005002,635.0,26175.0,2181.25,11515.0,959.5833333333334,8580.0,715.0,20095.0,1674.5833333333333,43.99235912129895,43.99235912129895,32.779369627507165,32.779369627507165,76.77172874880611,76.77172874880611,6080.0,602.0,27447.0,2287.25,10720.0,893.3333333333334,3744.0,312.0,14464.0,1205.3333333333333,39.05709184974679,39.05709184974678,13.640835063941417,13.640835063941417,52.6979269136882,52.6979269136882,12983.0,1272.0,4.859598853868195,106.0,4.859598853868195,-795.0,-6.904038211029093,-66.25,-6.904038211029093,-5631.0,-28.021895994028366,-469.25,-28.021895994028366,6903.0,113.53618421052632
"Block Group 2, Census Tract 156.18, Davidson County, Tennessee",470370156182,441.0,39344.0,3278.6666666666665,11783.0,981.9166666666666,11316.0,943.0,23099.0,1924.9166666666667,29.948657991053274,29.948657991053274,28.761691744611635,28.76169174461163,58.71034973566491,58.7103497356649,16245.0,602.0,62890.0,5240.833333333333,13011.0,1084.25,15024.0,1252.0,28035.0,2336.25,20.6885037366831,20.6885037366831,23.889330577198283,23.889330577198283,44.57783431388138,44.57783431388138,34855.0,23546.0,59.84648230988206,1962.1666666666665,59.84648230988206,1228.0,10.421794110158704,102.33333333333337,10.421794110158707,4936.0,21.368890428157066,411.33333333333326,21.36889042815706,18610.0,114.55832563865805
"Block Group 3, Census Tract 137, Davidson County, Tennessee",470370137003,551.0,31917.0,2659.75,11801.0,983.4166666666666,8268.0,689.0,20069.0,1672.4166666666667,36.97402638092552,36.97402638092552,25.90469029044083,25.90469029044083,62.87871667136636,62.878716671366355,11848.0,532.0,52585.0,4382.083333333333,11802.0,983.5,13200.0,1100.0,25002.0,2083.5,22.443662641437676,22.443662641437676,25.102215460682707,25.102215460682704,47.54587810212038,47.545878102120376,27583.0,20668.0,64.75545947300812,1722.333333333333,64.7554594730081,1.0,0.008473858147614609,0.08333333333337123,0.008473858147618463,4933.0,24.580198315810453,411.08333333333326,24.58019831581045,15735.0,132.80722484807563
"Block Group 1, Census Tract 1002, Montgomery County, Tennessee",471251002001,295.0,36433.0,3036.0833333333335,11522.0,960.1666666666666,9696.0,808.0,21218.0,1768.1666666666667,31.625174978728072,31.625174978728076,26.613235253753466,26.613235253753466,58.23841023248154,58.23841023248154,15215.0,208.0,31579.0,2631.583333333333,12137.0,1011.4166666666666,6132.0,511.0,18269.0,1522.4166666666667,38.4337692770512,38.433769277051205,19.417967636720604,19.417967636720608,57.85173691377181,57.85173691377181,13310.0,-4854.0,-13.32308621304861,-404.50000000000045,-13.323086213048624,615.0,5.337614997396285,51.25,5.337614997396285,-2949.0,-13.898576680177207,-245.75,-13.898576680177207,-1905.0,-12.520538941833717
"Block Group 4, Census Tract 156.13, Davidson County, Tennessee",470370156134,548.0,43981.0,3665.0833333333335,11784.0,982.0,12204.0,1017.0,23988.0,1999.0,26.793388053932375,26.793388053932382,27.748345876628544,27.748345876628544,54.54173393056092,54.54173393056092,19993.0,405.0,46523.0,3876.9166666666665,13700.0,1141.6666666666667,14820.0,1235.0,28520.0,2376.6666666666665,29.44780001289685,29.447800012896845,31.855211400812504,31.8552114008125,61.30301141370935,61.30301141370935,18003.0,2542.0,5.779768536413451,211.83333333333303,5.779768536413442,1916.0,16.259334691106588,159.66666666666674,16.25933469110659,4532.0,18.89277972319493,377.6666666666665,18.892779723194923,-1990.0,-9.953483719301756
"Block Group 1, Census Tract 170, Davidson County, Tennessee",470370170001,578.0,67813.0,5651.083333333333,11790.0,982.5,17304.0,1442.0,29094.0,2424.5,17.38604692315633,17.386046923156325,25.51723120935514,25.51723120935514,42.90327813251147,42.90327813251146,38719.0,504.0,117012.0,9751.0,12630.0,1052.5,20148.0,1679.0,32778.0,2731.5,10.793764742077736,10.793764742077736,17.21874679520049,17.21874679520049,28.01251153727823,28.01251153727823,84234.0,49199.0,72.55098579918304,4099.916666666667,72.55098579918305,840.0,7.124681933842239,70.0,7.124681933842239,3684.0,12.662404619509177,307.0,12.662404619509177,45515.0,117.55210620108991
"Block Group 1, Census Tract 105, Maury County, Tennessee",471190105001,193.0,31442.0,2620.1666666666665,11889.0,990.75,13104.0,1092.0,24993.0,2082.75,37.812480122129635,37.812480122129635,41.67673812098467,41.676738120984666,79.48921824311431,79.4892182431143,6449.0,187.0,26172.0,2181.0,12375.0,1031.25,7536.0,628.0,19911.0,1659.25,47.283356258596974,47.283356258596974,28.79413113250802,28.79413113250802,76.07748739110501,76.07748739110501,6261.0,-5270.0,-16.761020291330066,-439.1666666666665,-16.761020291330063,486.0,4.08781226343679,40.5,4.08781226343679,-5082.0,-20.333693434161564,-423.5,-20.333693434161564,-188.0,-2.9151806481625058
