NAME,GEO_ID,Households,Annual Median Household Income,Monthly Median Household Income,Annual Transportation Cost,Monthly Transportation Cost,Annual Housing Cost,Monthly Housing Cost,Annual Housing and Transportation Cost,Monthly Housing and Transportation Cost,Transportation Cost as Percent of Monthly Median Household Income,Transportation Cost as Percent of Annual Median Household Income,Housing Cost as Percent of Monthly Median Household Income,Housing Cost as Percent of Annual Median Household Income,Housing and Transportation Cost as Percent of Monthly Median Household Income,Housing and Transportation Cost as Percent of Annual Median Household Income
"Block Group 3, Census Tract 106.01, Davidson County, Tennessee",470370106013,418.0,74537.0,6211.416666666667,14256.0,1188.0,10668.0,889.0,24924.0,2077.0,19.12607161543931,19.12607161543931,14.312354937816119,14.312354937816119,33.43842655325543,33.43842655325543
"Block Group 1, Census Tract 156.29, Davidson County, Tennessee",470370156291,671.0,48658.0,4054.8333333333335,12603.0,1050.25,10704.0,892.0,23307.0,1942.25,25.901187882773648,25.901187882773648,21.998438078013894,21.998438078013894,47.89962596078753,47.89962596078754
"Block Group 3, Census Tract 156.29, Davidson County, Tennessee",470370156293,844.0,58370.0,4864.166666666667,11352.0,946.0,15468.0,1289.0,26820.0,2235.0,19.44834675346925,19.44834675346925,26.49991433955799,26.49991433955799,45.948261093027234,45.948261093027234
"Block Group 2, Census Tract 161, Davidson County, Tennessee",470370161002,552.0,35326.0,2943.8333333333335,10237.0,853.0833333333334,9192.0,766.0,19429.0,1619.0833333333333,28.978655947460798,28.978655947460798,26.020494819679556,26.020494819679556,54.99915076714035,54.99915076714035
"Block Group 2, Census Tract 104.02, Davidson County, Tennessee",470370104022,455.0,51108.0,4259.0,12111.0,1009.25,10548.0,879.0,22659.0,1888.25,23.696877201220946,23.696877201220946,20.63864756985208,20.63864756985208,44.33552477107302,44.33552477107302
"Block Group 3, Census Tract 154.02, Davidson County, Tennessee",470370154023,320.0,65714.0,5476.166666666667,15027.0,1252.25,11916.0,993.0,26943.0,2245.25,22.867273335971024,22.867273335971024,18.13312231792312,18.133122317923124,41.000395653894145,41.000395653894145
"Block Group 1, Census Tract 157, Davidson County, Tennessee",470370157001,563.0,55938.0,4661.5,14931.0,1244.25,13980.0,1165.0,28911.0,2409.25,26.692051914619757,26.692051914619757,24.991955379169795,24.991955379169795,51.684007293789556,51.684007293789556
"Block Group 3, Census Tract 132.02, Davidson County, Tennessee",470370132023,250.0,-666666666.0,-55555555.5,12888.0,1074.0,15624.0,1302.0,28512.0,2376.0,-0.0019332000019332,-0.0019332000019332,-0.0023436000023436,-0.0023436000023436,-0.0042768000042768,-0.0042768000042768
"Block Group 2, Census Tract 133, Davidson County, Tennessee",470370133002,485.0,-666666666.0,-55555555.5,12334.0,1027.8333333333333,20124.0,1677.0,32458.0,2704.8333333333335,-0.0018501000018501,-0.0018501000018501,-0.0030186000030186,-0.0030186000030186,-0.0048687000048687,-0.0048687000048687
"Block Group 1, Census Tract 113, Davidson County, Tennessee",470370113001,168.0,-666666666.0,-55555555.5,14752.0,1229.3333333333333,9948.0,829.0,24700.0,2058.3333333333335,-0.0022128000022128,-0.0022128000022128,-0.0014922000014922,-0.0014922000014922,-0.003705000003705,-0.003705000003705
"Block Group 1, Census Tract 148, Davidson County, Tennessee",470370148001,187.0,-666666666.0,-55555555.5,11369.0,947.4166666666666,6444.0,537.0,17813.0,1484.4166666666667,-0.0017053500017053498,-0.0017053500017053498,-0.0009666000009666,-0.0009666000009666,-0.00267195000267195,-0.00267195000267195
"Block Group 5, Census Tract 111, Davidson County, Tennessee",470370111005,267.0,-666666666.0,-55555555.5,14107.0,1175.5833333333333,18048.0,1504.0,32155.0,2679.5833333333335,-0.00211605000211605,-0.00211605000211605,-0.0027072000027072002,-0.0027072000027072002,-0.004823250004823251,-0.00482325000482325
"Block Group 5, Census Tract 117, Davidson County, Tennessee",470370117005,166.0,-666666666.0,-55555555.5,12604.0,1050.3333333333333,20712.0,1726.0,33316.0,2776.3333333333335,-0.0018906000018905997,-0.0018906000018906,-0.0031068000031068,-0.0031068000031068,-0.0049974000049974,-0.0049974000049974
"Block Group 4, Census Tract 162, Davidson County, Tennessee",470370162004,302.0,-666666666.0,-55555555.5,9431.0,785.9166666666666,2352.0,196.0,11783.0,981.9166666666666,-0.00141465000141465,-0.00141465000141465,-0.0003528000003528,-0.0003528000003528,-0.00176745000176745,-0.00176745000176745
"Block Group 2, Census Tract 112, Davidson County, Tennessee",470370112002,258.0,92813.0,7734.416666666667,13183.0,1098.5833333333333,17832.0,1486.0,31015.0,2584.5833333333335,14.203829204960511,14.203829204960511,19.212825789490694,19.212825789490694,33.416654994451214,33.41665499445121
"Block Group 1, Census Tract 127.02, Davidson County, Tennessee",470370127021,557.0,60947.0,5078.916666666667,14221.0,1185.0833333333333,15276.0,1273.0,29497.0,2458.0833333333335,23.333388025661637,23.33338802566164,25.064400216581618,25.06440021658162,48.39778824224326,48.39778824224326
"Block Group 3, Census Tract 136.01, Davidson County, Tennessee",470370136013,218.0,25081.0,2090.0833333333335,10052.0,837.6666666666666,6288.0,524.0,16340.0,1361.6666666666667,40.078146804353885,40.07814680435389,25.07077070292253,25.07077070292253,65.14891750727642,65.14891750727642
"Block Group 2, Census Tract 119, Davidson County, Tennessee",470370119002,571.0,39107.0,3258.9166666666665,10482.0,873.5,12576.0,1048.0,23058.0,1921.5,26.803385583143687,26.803385583143687,32.15792569105275,32.15792569105275,58.96131127419644,58.96131127419644
"Block Group 1, Census Tract 154.05, Davidson County, Tennessee",470370154051,945.0,67227.0,5602.25,15526.0,1293.8333333333333,14484.0,1207.0,30010.0,2500.8333333333335,23.09488747080786,23.09488747080786,21.544914989513142,21.544914989513142,44.63980246032101,44.63980246032101
"Block Group 1, Census Tract 155.01, Davidson County, Tennessee",470370155011,873.0,56719.0,4726.583333333333,13328.0,1110.6666666666667,15876.0,1323.0,29204.0,2433.6666666666665,23.498298630088684,23.498298630088684,27.990620427017404,27.990620427017404,51.48891905710609,51.48891905710609
"Block Group 2, Census Tract 111, Davidson County, Tennessee",470370111002,409.0,59671.0,4972.583333333333,13014.0,1084.5,16776.0,1398.0,29790.0,2482.5,21.80958924770827,21.809589247708267,28.114159306865982,28.114159306865982,49.92374855457425,49.923748554574246
